nom,nom2,adresse,retty,url,fb,mail
"ビクターズ ウェスティンホテル東京",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100000007557/","http://www.westin-tokyo.co.jp/restaurant/victors/",,,
"ALLIE",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100001263411/","http://www.allie.red/","https://www.facebook.com/allie0204",,
"Q.E.D.Club",,"東京都","https://retty.me/area/PRE13/ARE7/SUB703/100000036105/","http://www.qed.co.jp/",,,
"ダム・ジャンヌ",,"東京都","https://retty.me/area/PRE13/ARE8/SUB804/100000710266/",,,,
"・ブランシュ",,"東京都","https://retty.me/area/PRE13/ARE8/SUB805/100000045149/",,"https://www.facebook.com/pages/%25E3%2583%25A9%25E3%2583%2596%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B7%25E3%2583%25A5/167531310106344",,
"Geroges Marceau",,"福岡県","https://retty.me/area/PRE40/ARE125/SUB12501/100000700027/","http://gm.9syoku.com/",,,
"ルモマ",,"東京都","https://retty.me/area/PRE13/ARE665/SUB2002/100001217164/","http://www.le-moment.jp/",,,
"葉山庵 Tokyo",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100000017791/","http://www.hayamaan.com/tokyo/",,,
"銀座レカ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000704560/","http://www.lecringinza.co.jp/lecrin/",,,
"モリエール",,"北海道","https://retty.me/area/PRE01/ARE164/SUB16401/100000060759/","http://www.sapporo-moliere.com/",,,
"エルブランシュ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000036192/","http://www.aileblanche.info/home.html",,,
"シェ オリビエ",,"東京都","https://retty.me/area/PRE13/ARE6/SUB602/100000062262/",,,,
"SUGALABO",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100001237398/","http://sugalabo.com/",,,
"ブランルージュ 東京ステーションホテル",,"東京都","https://retty.me/area/PRE13/ARE15/SUB1504/100000803616/","http://www.tokyostationhotel.jp/restaurants/pop01.html",,,
"デュオフルシェット",,"東京都","https://retty.me/area/PRE13/ARE1/SUB112/100000067431/","http://www.keioplaza.co.jp/restaurant/duo/index.html",,,
"サンス・エ・サヴール",,"東京都","https://retty.me/area/PRE13/ARE15/SUB1504/100000063718/","http://www.pourcel.jp/sensetsaveurs/",,,
"ビストラン エレネスク",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000014536/","http://www.rnsq74.com/",,,
"カランドリエ",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9102/100000014089/","http://www.calendrier1997.com/",,,
"kinoe〜季の恵〜",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100001200764/","http://www.localplace.jp/t100060473/",,,
"ルメルシマン オカモト",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100000717595/","http://www.chefokamoto.com/",,,
"Ryoriya Stephan Pantel",,"京都府","https://retty.me/area/PRE26/ARE660/SUB11001/100000876954/","http://www.stephanpantel.com/","https://www.facebook.com/Ryoriya-Stephan-Pantel-483612311649262/",,
"FURUYA augastronome",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1801/100001236042/",,,,
"テール・ド・トリュフ 東京",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100000752929/","http://www.terresdetruffes.jp/",,,
"レストラン　ヒロミチ",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100000033871/","http://www.restaurant-hiromichi.com/",,,
"ル・ノルマンディ",,"神奈川県","https://retty.me/area/PRE14/ARE39/SUB3903/100000021410/","http://www.hotel-newgrand.co.jp/",,,
"坂の上レスト",,"東京都","https://retty.me/area/PRE13/ARE6/SUB604/100000064075/","http://sakanoue-restaurant.jp/",,,
"ビストロ エビ",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100000008428/","http://www.bistro-yebisu.com/",,,
"ビストロ ダイア",,"愛知県","https://retty.me/area/PRE23/ARE64/SUB6401/100000026048/","http://bistrodia.com/","https://www.facebook.com/BistroDia/posts/2951975014891278",,
"コラージュ コンラッド東京",,"東京都","https://retty.me/area/PRE13/ARE2/SUB1603/100000841621/","http://conradtokyo.co.jp/collage/",,,
"カイレストラン634",,"東京都","https://retty.me/area/PRE13/ARE9/SUB904/100000733905/","http://restaurant.tokyo-skytree.jp/",,,
"L'Octave Hayato KOBAYASHI",,"東京都","https://retty.me/area/PRE13/ARE23/SUB109/100001249234/","http://www.loctave.com/",,,
"アルゴ",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1802/100000002672/","http://www.tojo.co.jp/argo",,,
"トゥールダルジャ",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1802/100000710516/","http://www.newotani.co.jp/tokyo/restaurant/index.html",,,
"ザ・クルーズクラブ東京",,"東京都","https://retty.me/area/PRE13/ARE16/SUB1301/100000033965/","http://cctokyo.co.jp/",,,
"マルゴット エ バッチャーレ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100001167241/",,"https://www.facebook.com/margottoebaciare/",,
"蔭山樓恵比寿店",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100000173246/","http://www.kageyamarou.com/shop/55",,,
"ミクニ マルノウチ",,"東京都","https://retty.me/area/PRE13/ARE15/SUB1504/100000008753/","http://www.mikuni-marunouchi.jp/",,,
"アタゴール",,"東京都","https://retty.me/area/PRE13/ARE10/SUB1003/100000051119/","http://www.atagueule.com/","https://www.facebook.com/%E3%82%A2%E3%82%BF%E3%82%B4%E3%83%BC%E3%83%AB-%E3%82%AA%E3%83%AA%E3%82%A8%E3%83%B3%E3%83%88%E3%82%A8%E3%82%AF%E3%82%B9%E3%83%97%E3%83%AC%E3%82%B9-247950081953384/",,
"セーズ ラ・ポルテ",,"神奈川県","https://retty.me/area/PRE14/ARE37/SUB3101/100000714043/","https://laporte.owst.jp/",,,
"マッシュルーム",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100000036604/","http://www.mush.jp/",,,
"レストラン プランデルブ北鎌倉",,"神奈川県","https://retty.me/area/PRE14/ARE34/SUB3401/100000704596/","http://www.pdh.jp/kamakura/index.html",,,
"ル・コック",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100000728959/","http://lecoq.co.jp/reserve.html",,,
"ロテスリーレカ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100001185379/","http://www.lecringinza.co.jp/rotisserie/",,,
"ビストロ コティディア",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000012137/",,,,
"Le　FAVORI　紀尾井町",,"東京都","https://retty.me/area/PRE13/ARE6/SUB603/100001280456/","http://lefavori.jp/",,,
"MASQ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000455064/","http://www.masq.jp/",,,
"PACHON",,"東京都","https://retty.me/area/PRE13/ARE7/SUB702/100000449287/","http://www.pachon.co.jp/",,,
"トゥーエル",,"東京都","https://retty.me/area/PRE13/ARE6/SUB604/100000053827/","http://www.tourelle.jp/",,,
"横濱元町 霧笛楼",,"神奈川県","https://retty.me/area/PRE14/ARE39/SUB3903/100000698487/","http://www.mutekiro.com/",,,
"ビストロ・ミカミ",,"東京都","https://retty.me/area/PRE13/ARE7/SUB703/100000036004/",,,,
"イルポッツォ ホリイ",,"東京都","https://retty.me/area/PRE13/ARE9/SUB901/100000069993/","http://ilpozzohorii.com/",,,
"デフィ・ジョルジュマルソー",,"福岡県","https://retty.me/area/PRE40/ARE127/SUB12702/100000895204/","http://gm.9syoku.com/defi/",,,
"レストラン ユニック",,"東京都","https://retty.me/area/PRE13/ARE13/SUB704/100000857152/","http://restaurant-unique.jimdo.com/",,,
"・キュイジーヌ・ドゥ・カズ",,"千葉県","https://retty.me/area/PRE12/ARE45/SUB4502/100000513000/","http://www.kazu1999.com/",,,
"祇園おくむら",,"京都府","https://retty.me/area/PRE26/ARE112/SUB11201/100000722809/","https://restaurant-okumura.com/okumura/","https://www.facebook.com/gionokumura/",,
"ツバキ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000006652/",,"https://www.facebook.com/pages/%E3%83%84%E3%83%90%E3%82%AD/107047489354499?rf=1040285469322107",,
"シュマ",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1801/100000065754/","http://www.chemins.jp/",,,
"グリグリ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000830735/",,"https://www.facebook.com/restaurantgrigri/",,
"プレヴナ",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100000864946/","http://prevenance.biz/",,,
"ザ・ダイニング ルーム 東京インターコンチネンタル",,"東京都","https://retty.me/area/PRE13/ARE16/SUB1301/100000740286/","http://intercontinental-strings.jp/restaurant/the_dining/",,,
"ミクニ ヨコハマ",,"神奈川県","https://retty.me/area/PRE14/ARE38/SUB58702/100000614317/","http://www.mikuni-yokohama.com/index.html",,,
"Restaurat Re",,"東京都","https://retty.me/area/PRE13/ARE7/SUB703/100000881035/","http://narita-yutaka.com/","https://www.facebook.com/RestaurantRe/",,
"ル・マンジュ・トゥー",,"東京都","https://retty.me/area/PRE13/ARE6/SUB604/100000455057/",,,,
"ターブルドプロヴァ",,"福岡県","https://retty.me/area/PRE40/ARE123/SUB12302/100000700489/","http://provence-fukuoka.com/index.html",,,
"・カーヴ・ド・ノア",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000875228/","http://www.lacavedenoa.com/",,,
"シンフォニー東京湾クルーズ",,"東京都","https://retty.me/area/PRE13/ARE16/SUB1302/100000708769/","http://www.symphony-cruise.co.jp/","https://www.facebook.com/symphony.cruise",,
"シーム",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9102/100000018548/","http://www.la-cime.com/",,,
"ル プティ レストラン エピ",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100000173035/","http://www.0124epi.com/",,,
"ビストロヴィヴィエンヌ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000043834/",,,,
"オステルリースズキ",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1801/100000006559/","http://www.hos-suzuki.com/",,,
"アルテリーベ",,"神奈川県","https://retty.me/area/PRE14/ARE39/SUB3902/100000007864/","http://www.alteliebe.co.jp/yokohama/",,,
"ビストロチカ",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1803/100000005411/",,"https://www.facebook.com/bistro.chikara/",,
"オオハラ エ シーアイイー",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000045407/","http://ohara-et-cie.com/",,,
"コートドール",,"北海道","https://retty.me/area/PRE01/ARE164/SUB16401/100000069520/","http://www.restaurant-cotedor.com/",,,
"サロン・ド・シャンパーニュ ヴィオニ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000008630/","https://vionys-official.com/","https://www.facebook.com/Champagne.Vionys",,
"GINTO ZOE銀座店",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000704597/","https://www.gin-to.jp/",,,
"帝国ホテル 東京",,"東京都","https://retty.me/area/PRE13/ARE2/SUB202/100000001123/","http://www.imperialhotel.co.jp/",,,
"トリニテ",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100000061067/",,,,
"ハジメ",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9103/100000709380/","http://www.hajime-artistes.com/","https://www.facebook.com/%EF%BC%A8ajime-Restaurant-188497604614988/",,
"綱町三井倶楽部",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000046382/","http://www.tsunamachimitsuiclub.co.jp/",,,
"・フェットひらまつ 大阪・中之島",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9103/100000746995/","http://www.hiramatsu.jp/lafete/",,,
"マノワール・ディノ",,"東京都","https://retty.me/area/PRE13/ARE8/SUB805/100000006259/","http://www.manoirdinno.com/",,,
"オー・グルマ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000706867/","http://aux-gourmands.jp/",,,
"シェット・ブランシュ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1404/100000165232/",,"https://www.facebook.com/pages/%25E3%2583%25A9%25E3%2582%25B7%25E3%2582%25A7%25E3%2583%2583%25E3%2583%2588%25E3%2583%2596%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B7%25E3%2583%25A5/215532265130514",,
"MOTIF RESTAURANT & BAR",,"東京都","https://retty.me/area/PRE13/ARE15/SUB1504/100001284584/","http://motiftokyo.com/",,,
"La Lune",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000015062/","http://www.la-lune.net/",,,
"レストラン コバヤシ",,"東京都","https://retty.me/area/PRE13/ARE17/SUB1703/100000026905/","http://hard-play-hard-rk.com/",,,
"Hiroya",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100000853551/",,"https://www.facebook.com/hiroya2013/?rf=378335985627883",,
"エルルカン・ビ",,"神奈川県","https://retty.me/area/PRE14/ARE30/SUB57403/100000032918/","http://herlequin.com/",,,
"ドミニク・ブシェ トーキョー",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100001225186/","http://www.dominique-bouchet.jp/",,,
"レヴォ リバーリトリート雅樂倶",,"富山県","https://retty.me/area/PRE16/ARE156/SUB15601/100001127233/","http://levo.toyama.jp/",,,
"ブリーズ ヴェール ザ・プリンス パークタワー東京",,"東京都","https://retty.me/area/PRE13/ARE16/SUB1602/100000708071/","http://www.princehotels.co.jp/parktower/restaurant/brise/index.html",,,
"祇園 MAVO",,"京都府","https://retty.me/area/PRE26/ARE112/SUB11201/100001161179/","http://cuisinelamatiere.wix.com/mavo","https://www.facebook.com/mavo.gion/",,
"ヴァリノール",,"東京都","https://retty.me/area/PRE13/ARE663/SUB1205/100000051357/",,,,
"ビストロノブ",,"東京都","https://retty.me/area/PRE13/ARE22/SUB2202/100001067386/","http://bistrotnobu.monkut.webfactional.com/",,,
"結喜菜",,"東京都","https://retty.me/area/PRE13/ARE6/SUB604/100001221488/","http://yukina-kagurazaka.jp/",,,
"かみくら",,"東京都","https://retty.me/area/PRE13/ARE6/SUB604/100000454229/","http://www.kamikura.info/",,,
"ル プティ・ブド",,"東京都","https://retty.me/area/PRE13/ARE7/SUB702/100000005740/","http://www.pachon.co.jp/jpn/petit_bedon/index.html",,,
"cogito",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000716605/","http://www.rondpoint.jp/index.html","https://www.facebook.com/cogito.jp",,
"エルミタージュ ドゥ タム",,"長野県","https://retty.me/area/PRE20/ARE227/SUB22702/100000699619/","http://www.ryoubi.jp/",,,
"ザ・レギャン・トーキョー",,"東京都","https://retty.me/area/PRE13/ARE8/SUB805/100000704317/","http://www.legian.jp/top.html",,,
"ジュネ",,"東京都","https://retty.me/area/PRE13/ARE7/SUB702/100000056408/","http://www.lajeunesse.jp/",,,
"クラブ33",,"千葉県","https://retty.me/area/PRE12/ARE43/SUB4301/100000029311/",,,,
"レストラン タニ",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100000697049/",,,,
"シャッ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1401/100000013489/","http://la-chasse.org/default.htm",,,
"・ベ ザ・リッツ・カールトン大阪",,"大阪府","https://retty.me/area/PRE27/ARE89/SUB8901/100000051729/","http://www.ritz-carlton.co.jp/",,,
"・ロシェル 南青山",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100000064619/","http://www.la-rochelle-may.com/",,,
"村上開新堂",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1802/100000035713/","http://www.kaishindo.co.jp/",,,
"ビストロ・サン・ル・スー",,"東京都","https://retty.me/area/PRE13/ARE663/SUB1205/100000117805/",,,,
"アマントウキョウダイニング",,"東京都","https://retty.me/area/PRE13/ARE15/SUB1504/100001211097/","https://www.aman.com/ja-jp/resorts/aman-tokyo/the-restaurant-by-aman",,,
"レストラン アニ",,"東京都","https://retty.me/area/PRE13/ARE22/SUB107/100000839318/","http://restaurant-anis.jp/","https://www.facebook.com/RestaurantAnis",,
"ル・ヴァンキャトル",,"東京都","https://retty.me/area/PRE13/ARE661/SUB502/100000816895/","http://www.le-vinquatre.jp/",,,
"クッキアイノ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000454478/","http://cucchiaino.net./","https://www.facebook.com/cucchiaino.ginza/",,
"ロドラント ミノルナキジ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000001232/","http://www.odorantes.net/",,,
"レンチレストラン ラ クレリエール",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1404/100001277120/","https://www.la-clairiere.tokyo/open/","https://www.facebook.com/Laclairiere/",,
"・ロシェル 山王",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1802/100000040139/","http://www.la-rochelle-san.com/",,,
"メゾン・ド・スリジェ",,"東京都","https://retty.me/area/PRE13/ARE7/SUB702/100000005101/","http://www.m-cerisier.com/",,,
"レストランローブ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100001290056/","http://www.restaurant-laube.com/","https://www.facebook.com/laube.tokyo/?ref=py_c",,
"アンテリブル",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000033714/","http://en.terrible.jp/",,,
"白山文雅",,"佐賀県","https://retty.me/area/PRE41/ARE140/SUB14001/100000709014/","http://shop.sagafan.com/shirayamabunga/",,,
"ミクニナゴヤ",,"愛知県","https://retty.me/area/PRE23/ARE61/SUB6101/100000720711/","http://www.associa.com/nma/",,,
"・メール ザ クラシック 志摩観光ホテル",,"三重県","https://retty.me/area/PRE24/ARE234/SUB40702/100000718908/","https://www.miyakohotels.ne.jp/shima-classic/restaurant/index.html/",,,
"ビストロ アンバロ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000007954/","http://www.bistroenballon.com/","https://www.facebook.com/Bistro-en-Ballon-133940099989275/",,
"レンチ モンスター",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100001252568/","http://www.frenchmonstar.com/",,,
"Bistro Jitan",,"東京都","https://retty.me/area/PRE13/ARE17/SUB1701/100000016805/","https://jitankinshicho.gorp.jp/","https://www.facebook.com/bistro.jitan",,
"336 ébisu",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1404/100001308531/","https://www.336ebisu.com/","https://www.facebook.com/336-%25C3%25A9bisu-1164937016883030/?ref=py_c",,
"コム ア ラ メゾ",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1801/100000030687/",,,,
"シャルキュ",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1803/100000793032/","http://charcut.exblog.jp/","https://www.facebook.com/%E3%82%B7%E3%83%A3%E3%83%AB%E3%82%AD%E3%83%A5-Charcut-461827067223192/",,
"エパヌイ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1403/100000051751/","http://epanoui.net/home.htm",,,
"Restaurant つじ川",,"大阪府","https://retty.me/area/PRE27/ARE94/SUB9403/100000927955/",,"https://www.facebook.com/Restaurant-%E3%81%A4%E3%81%98%E5%B7%9D-269986189841097/",,
"ル ニコ ア オーミナミ",,"神奈川県","https://retty.me/area/PRE14/ARE34/SUB31302/100000774284/","http://le-nico-a-ominami.com/",,,
"トゥ・ラ・ジョア",,"愛知県","https://retty.me/area/PRE23/ARE65/SUB6501/100000026046/",,,,
"エスペ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000083475/",,,,
"釜津田",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100001192420/","https://www.kamatsuda.jp/",,,
"ル シエール",,"神奈川県","https://retty.me/area/PRE14/ARE39/SUB3901/100000055584/","http://www.yrph.com/rest/leciel/",,,
"・グランターブル・ドゥ・キタム",,"愛知県","https://retty.me/area/PRE23/ARE64/SUB6403/100000051846/","http://french-kitamura.jp/",,,
"東京ヴァンテアンクルーズ 船上レスト",,"東京都","https://retty.me/area/PRE13/ARE16/SUB1302/100000088377/","http://www.vantean.co.jp/",,,
"鉄板焼 織部",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1401/100000001428/","http://www.teppanyaki-oribe.com/",,,
"壺中天",,"愛知県","https://retty.me/area/PRE23/ARE64/SUB6403/100000082880/","http://www.kochuten.co.jp/",,,
"セレブール",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1801/100000001776/","http://celebourg.com/celebourg/cuisine.html",,,
"ドゥーアール",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2302/100000697029/","http://www.deux-art.com/",,,
"アジュール",,"神奈川県","https://retty.me/area/PRE14/ARE39/SUB3901/100000704813/",,,,
"ICI",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100001249519/","http://ici-tokyo.jp/",,,
"クラシカ表参道",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2302/100001171664/","http://www.classicaomotesando.jp/restaurant/pomegranate/",,,
"トロワフレーシュ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000040460/","http://www.trois-fleches.com/",,,
"TERAKOYA",,"東京都","https://retty.me/area/PRE13/ARE4/SUB401/100000005793/","http://www.res-terakoya.co.jp/",,,
"デジーノ",,"東京都","https://retty.me/area/PRE13/ARE6/SUB604/100000051828/",,"https://www.facebook.com/pages/%E3%83%87%E3%82%B8%E3%83%BC%E3%83%8E/192124057564703",,
"リベルタ",,"大阪府","https://retty.me/area/PRE27/ARE89/SUB8905/100000830259/",,"https://www.facebook.com/RestaurantLibertas/",,
"イレール 人形町",,"東京都","https://retty.me/area/PRE13/ARE10/SUB1001/100000835766/","http://www.irreel.jp/","https://www.facebook.com/irreelningyocho",,
"モダンビストロ タワーズ ザ・リッツ・カールトン東京",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1401/100001267748/","http://www.ritz-carlton.jp/restaurant/towers_grill/",,,
"レミニセ",,"愛知県","https://retty.me/area/PRE23/ARE63/SUB6305/100001234817/","http://www.reminiscence0723.com/",,,
"メゾン ドゥ グラシアニ 神戸北野",,"兵庫県","https://retty.me/area/PRE28/ARE98/SUB9904/100000830188/","http://www.graciani-kobe.jp/",,,
"パリの朝市池袋店",,"東京都","https://retty.me/area/PRE13/ARE662/SUB66201/100000120112/","http://www.pariasa.com/","https://www.facebook.com/ikepari?fref=nf",,
"シェ フルール 横濱",,"神奈川県","https://retty.me/area/PRE14/ARE38/SUB3801/100000007173/","http://www.chaifleurs.net/",,,
"Les Alshimistes",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1404/100000036149/","http://alchimiste.jp/",,,
"サンジャンピエドポー",,"東京都","https://retty.me/area/PRE13/ARE8/SUB805/100000809859/","http://home.s01.itscom.net/st-j-p-p/",,,
"ツキ シュール ラメール",,"東京都","https://retty.me/area/PRE13/ARE16/SUB1302/100000700164/","http://www.tsukisurlamer.com/",,,
"レンチキュイジーヌ レストラン オザミ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100001280530/","https://auxamis.com/c/news/6988.html",,,
"・クール・ド・コンマ",,"東京都","https://retty.me/area/PRE13/ARE16/SUB1301/100001237120/","http://lacour.wpblog.jp/",,,
"レストランセ",,"東京都","https://retty.me/area/PRE13/ARE6/SUB602/100000770955/",,,,
"Restaurant Varie",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9103/100000736077/","http://www.restaurant-varier.com/","https://www.facebook.com/%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%83%B4%E3%82%A1%E3%83%AA%E3%82%A8-Restaurant-Varier-1614209372148455/",,
"オーベルジュ・ド・リル ナゴヤ",,"愛知県","https://retty.me/area/PRE23/ARE61/SUB6101/100000121091/","http://www.haeberlin.jp/aubergedelill-nagoya/",,,
"Convivialite",,"大阪府","https://retty.me/area/PRE27/ARE94/SUB9402/100000740597/","http://www.convivialite.info/",,,
"レストラン シャンボール",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9103/100000707277/","http://www.rihga.co.jp/osaka/restaurant/list/chambord/index.html",,,
"サロンドグー",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000030913/",,,,
"ゴーシェ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1401/100001194460/","http://gaucher.amj-cms001.com/","https://www.facebook.com/gaucher.c.g/",,
"Wine Bar ぶしょん",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000068205/",,"https://www.facebook.com/pages/%25E9%258A%2580%25E5%25BA%25A75913-wine-ber-%25E3%2581%25B6%25E3%2581%2597%25E3%2582%2587%25E3%2582%2593/378648945556712",,
"ザ・フジヤ",,"神奈川県","https://retty.me/area/PRE14/ARE30/SUB3002/100000055966/","http://www.fujiyahotel.jp/restaurant/thefujiya/index.html",,,
"ブラッセリー トモ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000005297/","http://www.brasserietomo.com/",,,
"葉山ホテル音羽の森　潮幸",,"神奈川県","https://retty.me/area/PRE14/ARE40/SUB4001/100000727795/",,,,
"プティ・マルシェ",,"東京都","https://retty.me/area/PRE13/ARE665/SUB2001/100000529732/","http://www.petitmarche.info/",,,
"ル・コントワール・ドゥ・レジオ",,"東京都","https://retty.me/area/PRE13/ARE21/SUB2101/100000742207/","http://www.le-comptoir-des-regions.com/","https://www.facebook.com/%E3%83%AB%E3%82%B3%E3%83%B3%E3%83%88%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%82%A5%E3%83%AC%E3%82%B8%E3%82%AA%E3%83%B3-598001886896053/",,
"芦屋フレンチ北じま",,"兵庫県","https://retty.me/area/PRE28/ARE103/SUB10302/100000077850/","http://ashiya-kitajima.jp/",,,
"ォレスト",,"東京都","https://retty.me/area/PRE13/ARE665/SUB2001/100001247525/","http://www.r-forest.com/",,,
"四間道レストランMATSUURA",,"愛知県","https://retty.me/area/PRE23/ARE62/SUB6202/100001156501/","http://www.shikemichi.jp/",,,
"ビストロ 白樺",,"東京都","https://retty.me/area/PRE13/ARE7/SUB702/100000718892/","http://bistro-shirakaba.jimdo.com/",,,
"笄町 Salone",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000060018/","http://www.kogaicho-salone.com/reserve.html",,,
"Le joujou",,"東京都","https://retty.me/area/PRE13/ARE665/SUB2001/100000882102/",,,,
"ウタカタ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000001831/",,,,
"ミクニ サッポロ",,"北海道","https://retty.me/area/PRE01/ARE164/SUB43803/100000722745/","https://www.jrhotels.co.jp/tower/restaurant/mikuni/",,,
"モトイ",,"京都府","https://retty.me/area/PRE26/ARE657/SUB10904/100000715265/","http://kyoto-motoi.com/","https://www.facebook.com/MOTO%C3%8F-1402241099995209/",,
"古我邸",,"神奈川県","https://retty.me/area/PRE14/ARE34/SUB3401/100001214151/","https://kamakura-koga.com/",,,
"リストランテ シルベラード",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000030254/","http://www.restaurantsilverado.jp/",,,
"・サンテ",,"北海道","https://retty.me/area/PRE01/ARE164/SUB16401/100000718521/","http://www.la-sante.jp/",,,
"オレキ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1404/100000037891/","http://www.orexis.co.jp/",,,
"レストランドンピエール 銀座本店",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000000391/","http://dompierre.jp/ginza/",,,
"Cast78",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000004551/","http://cast78.jp/",,,
"リュミエール",,"大阪府","https://retty.me/area/PRE27/ARE94/SUB9401/100000049568/","http://www.k-coeur.com/","https://www.facebook.com/lumiere.since2006/",,
"ヒカリヤ ニシ",,"長野県","https://retty.me/area/PRE20/ARE273/SUB27301/100000453237/","http://www.hikari-ya.com/",,,
"レストラン フェメゾ",,"東京都","https://retty.me/area/PRE13/ARE16/SUB1301/100001236811/","http://faitmaison.jp/restaurant/",,,
